learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
0.001,0.1138533,2.265632,0.95625335,0.53604
0.001,0.11249098,2.2322817,0.95662,0.53164
0.001,0.112563856,2.350147,0.9564667,0.5304
0.001,0.11184197,2.3058155,0.95696,0.53064
0.001,0.11253823,2.3599296,0.95691335,0.52858
0.001,0.110423416,2.5550332,0.9576333,0.53274
0.001,0.1092964,2.4524932,0.95809335,0.532
0.001,0.10936492,2.4009206,0.95876664,0.5317
0.001,0.10870802,2.4889612,0.95857334,0.53242
0.001,0.10827859,2.3997152,0.95864,0.52682
0.001,0.10870363,2.3535473,0.95845336,0.53354
